id	instruments	genres	place	coordinates	is-danced	youtube-id	start-ts	end-ts
ponemeni-kardia	Voice|Percussion|Ney|Laouto|Guitar|Bass	Rebetiko|Cretan	Crete	35.19124573828352|25.024171535651924	0	lBs4PyiRsIY	1664	1884
popse-christos-gennithike-kalanta-thrakis	Voice|Violin|Percussion|Oud|Lyra|Floghera|Accordion	Traditional|Thracian	Thrace	40.99020017616846|26.004757197151037	0	fooYiNew79E	738	992
pot-pouri	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	8gH9iexkXME	6380	6508
potamia	Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	tbbAWeVEHFQ	5782	5973
potamiotiko-syrto	Violin|Santouri|Percussion|Oud|Klarino|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	0	mp1pK6b1Oho	4704	4908
pote-tha-rthei-i-anoixi	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Polyphonic	Epirus	39.66608483034404|20.826263473906028	1	UaYoyQPZEuo	1822	2028
pou-isoun-epses-leventi-mou-strotos-gabrou	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Macedonian|Vlachic	Macedonia|Grevena	40.08538883719564|21.41961215567693	1	gMz1OBS9FlQ	3002	3214
pou-isoun-epses-leventi-mou-syrtos-baniotikos	Voice|Violin|Percussion|Oud|Lyra|Accordion	Traditional|Thracian	Thrace	40.99020017616846|26.004757197151037	1	fooYiNew79E	2657	2906
pou-tha-me-pas	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	zkoqg3VRVLA	1780	1947
poulaki-eicha-sto-klouvi	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Sarakatsani	None	None	1	FXS9jCtkFLk	6177	6262
poulaki-mou	Voice|Percussion|Mandolin|Laouto|Guitar|Bass	Newer	None	None	0	lBs4PyiRsIY	1358	1543
poulaki-xeno	Voice|Violin|Santouri|Klarino|Guitar|Cimbalom|Bass	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	e5WVqHyTui4	4010	4282
pramateftis-xeniteftis	Voice	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	0	_mUIVNdIJFU	1871	1957
prevezaniko-2	Violin|Santouri|Percussion|Laouto|Klarino	Urban-folk|Epirotic	Epirus|Preveza	38.9756137452637|20.740179056641786	0	U6oWHEVNvfY	4522	4720
prinianos	Percussion|Ney|Lyra|Laouto|Kanonaki|Bass	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	0	Dd0IreIlLJE	2974	3041
protochroniatika-kalanta	Voice|Violin|Mandolin|Laouto|Guitar	Traditional|Nisiotiko|Ionian	Ionian-sea|Zakynthos	37.772294002104616|20.76145558128207	0	Aws0Y3aLaIs	5115	5221
protomagia-mou-ta-rixes-tsamikos	Voice|Violin|Percussion|Laouto	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	0	EoJoqvZukgw	5284	5544
protovrochi	Voice|Guitar|Bouzouki|Accordion	Laiko	None	None	1	YEPmaDr_UMA	5660	5885
psaraki	Voice|Violin|Laouto|Guitar	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	1	e206O9UMfN0	4673	4819
pyrgousikos-2	Violin|Santouri|Percussion|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	1	_mUIVNdIJFU	6324	6501
pyrgousikos-3	Violin|Santouri|Percussion|Oud|Laouto|Klarino|Kanonaki|Guitar|Accordion	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	0	J-PqcxTXtp4	5497	5600
pyrgousikos-4	Violin|Tuba|Percussion|Guitar|Flute|Bassoon	Traditional|Arrangement	None	None	0	2_xwDiunBrs	3793	4101
rast	Zournas|Percussion	Traditional|Central-Greek	Central-Greece|Mesologgi	38.387336454795125|21.45891698692964	1	5z-ZGft2zCI	1343	1542
rebati	Voice|Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	EoJoqvZukgw	1922	2084
rebetes-apostolos-chatzichristos-giorgos-fotidas	Voice|Piano|Guitar|Bouzouki|Bass|Baglamas|Accordion	Rebetiko	None	None	0	L3fe3KGksU8	1468	1687
repanti	Violin|Santouri|Laouto|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	q9e6UQh6d0c	2477	2507
retsina-mou-retsina-mou	Voice|Mandolin|Guitar|Bass	Urban-folk|Urban-light	None	None	0	GgGRYZMKezE	901	1049
rizitiko-2	Voice	Traditional|Nisiotiko|Cretan	Crete|West-Crete	35.37370218378025|23.868071426508525	0	XpfvGga-5tU	5477	5610
romana	Voice|Lyra|Kanonaki|Bass	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	0	Dd0IreIlLJE	1612	1815
roubalia-garoufalia	Voice|Violin|Percussion|Laouto|Kanonaki	Traditional|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	1	ozHAP8gMIY8	4227	4376
roumaniki-souita-2	Violin|Santouri|Guitar|Bass|Accordion	Traditional|Romanian	Romania	44.37315771875794|25.424802192291242	0	VrnG_gxNwH8	3348	3798
rousa-papadia	Voice|Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	GIOAt5GHt3I	1297	1424
s-agapo-giati-eisai-oraia	Voice|Percussion|Oud	Urban-folk|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	-YUXPO1BSRw	1191	1489
s-ena-paporo-mesa	Voice|Violin|Mandolin|Laouto|Guitar	Traditional|Nisiotiko|Ionian	Ionian-sea	38.43167066526269|20.675489887943545	0	Aws0Y3aLaIs	2684	2931
s-ena-vraho-fagomeno	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	vl46xtCpsEw	1041	1263
sa-agapo-giati-eisai-oraia	Voice|Violin|Santouri|Guitar|Cimbalom|Bass|Accordion	Urban-folk|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	e5WVqHyTui4	1342	1562
sa-deis-agapis-dakrya	Voice|Tambouras|Percussion|Ney|Guitar	Urban-folk|Cretan	Crete	35.19124573828352|25.024171535651924	0	XpfvGga-5tU	3985	4239
sa-topia-t-emeterion	Voice|Lyra	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	4110	4262
sala-sala	Voice|Violin|Santouri|Percussion|Oud|Kanonaki	Traditional|Mikrasiatiko|Politiko	Asia-minor|Poli	41.01536713612946|29.015778607989805	1	5fJXkyrSxo4	2439	2655
salona	Voice|Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	GIOAt5GHt3I	5094	5253
samiotissa	Voice|Violin|Trumpet|Santouri|Laouto|Klarino|Accordion	Traditional|Nisiotiko|Aegean	Aegean-sea|Samos	37.740408557878254|26.8494581451878	1	Uijl65qxrrg	6374	6627
san-eidane-ta-matia-mou	Voice	Traditional|Peloponnesian	Peloponnese|Kalavryta	38.02253753321499|22.117596423290088	0	6bLFhgwoKsY	1178	1264
san-pas-pouli-mou-sti-fragkia	Voice|Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Sarakatsani	None	None	0	cYE9_TXCmHs	4352	4583
san-piga-sta-kalavryta	Voice	Traditional|Peloponnesian	Peloponnese|Kalavryta	38.02253753321499|22.117596423290088	0	6bLFhgwoKsY	2174	2285
san-pio-krasi-zalizomai	Voice|Mandolin|Guitar|Bass	Urban-folk|Urban-light	None	None	0	GgGRYZMKezE	2766	2960
san-ta-koritsia-pou-gelan	Voice|Piano|Percussion|Bouzouki|Bass|Accordion	Newer	None	None	0	cKXi8_5_Rd4	5970	6183
san-tha-pes-na-pas-stin-ameriki	Voice	Traditional|Peloponnesian	Peloponnese|Kalavryta	38.02253753321499|22.117596423290088	0	6bLFhgwoKsY	1729	1780
san-tin-apopse-ti-vradia	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Sarakatsani	None	None	1	FXS9jCtkFLk	4622	4802
san-to-krasi-den-eisai-esy	Voice|Mandolin|Guitar|Bass	Urban-folk|Urban-light	None	None	0	GgGRYZMKezE	1830	2107
san-ton-karagkiozi	Voice|Piano|Guitar|Bass|Accordion	Newer	None	None	0	cKXi8_5_Rd4	3334	3519
san-ton-metanasti	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	ysRZQuuew_A	6234	6479
sarakatsaniko-tsamiko	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Sarakatsani	None	None	1	8gH9iexkXME	5100	5315
saranta-meres-kalanta-thrakis	Voice|Violin|Percussion|Oud|Lyra|Floghera|Accordion	Traditional|Thracian	Thrace	40.99020017616846|26.004757197151037	0	fooYiNew79E	235	402
saranta-mila-kokkina	Voice|Lyra	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	0	i6kJdvFwCoA	313	368
saranta-palikaria	Voice	Traditional|Nisiotiko|Aegean	Aegean-sea|Kalymnos	36.987573229226555|26.988755984703815	1	-Lae0QmE15A	257	367
saranta-palikaria-2	Voice|Violin|Percussion|Oud|Laouto|Klarino	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	1	8gH9iexkXME	4048	4277
sarantapente-kyriakes	Voice|Violin|Tambouras|Percussion|Laouto	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	vzCauXf6VhE	2455	2661
sarantapente-kyriakes-kathistiko	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Vlachic	Epirus|Metsovo	39.77279687831799|21.180210833893486	0	wFOvhBpFM1o	3120	3375
sarantapente-lemonies-tsamikos	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Vlachic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	wFOvhBpFM1o	5142	5313
savvato-valane-vouli	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Peloponnesian	Peloponnese|Arcadia	37.521613336357674|22.372682419794433	1	o4XzhbCL0QM	3916	4042
savvato-valane-vouli-2	Voice|Violin|Percussion|Laouto|Floghera	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	1	cYE9_TXCmHs	5878	6040
schiniatikos	Voice	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	0	_mUIVNdIJFU	279	371
schiniatikos-pyrgi	Voice	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	0	_mUIVNdIJFU	1385	1564
se-kainourgia-varka-bika	Voice|Violin|Santouri|Laouto	Traditional|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	1	jpktBKou-_E	3384	3692
se-kainouria-varka-bika	Voice|Santouri|Guitar|Bouzouki|Accordion	Traditional|Mikrasiatiko|Politiko	Asia-minor|Poli	41.01536713612946|29.015778607989805	0	YsKwj2MazAI	1191	1387
se-marmarostrotes-avles	Voice|Violin|Santouri|Percussion|Laouto	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	0	U6oWHEVNvfY	1866	2000
se-pairno-dichos-fragko	Voice|Santouri|Guitar|Bouzouki|Accordion	Rebetiko	None	None	0	YsKwj2MazAI	2424	2558
se-xechasa-de-se-pono	Voice|Piano|Percussion|Mandolin|Bass	Urban-folk|Urban-light	None	None	0	lBs4PyiRsIY	2290	2432
sehnaz-longa-2	Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Turkish	Turkey	39.67514772040062|32.57490915562928	0	U6oWHEVNvfY	4802	4897
selfo	Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	tbbAWeVEHFQ	3112	3526
selfo-2	Violin|Tambouras|Percussion|Laouto	Traditional|Epirotic	Epirus|Preveza	38.9756137452637|20.740179056641786	0	vzCauXf6VhE	825	1134
selfo-3	Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	GIOAt5GHt3I	2892	3090
selfo-4	Violin|Percussion|Laouto	Traditional|Epirotic	Epirus|Preveza	38.9756137452637|20.740179056641786	1	ifRo_Z05kuQ	4768	4895
seranitsa	Percussion|Lyra|Laouto	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	VmaUraZpvI8	5213	5362
serviko	Santouri|Guitar|Bouzouki|Accordion	Rebetiko	None	None	0	YsKwj2MazAI	2556	2651
sevillianes	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	tzCMruLs9bM	42	240
sevntas	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Polyphonic	Epirus|Zagori	39.86483576229186|20.928467851900137	1	UaYoyQPZEuo	4180	4332
sfakianos	Percussion|Ney|Mandolin|Guitar	Traditional|Nisiotiko|Cretan	Crete|West-Crete	35.37370218378025|23.868071426508525	0	XpfvGga-5tU	5747	5891
sfyrigma	Whistling	Traditional	None	None	0	ozHAP8gMIY8	1125	1200
sia-ki-araxame	Voice|Violin|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	1	q9e6UQh6d0c	4021	4098
siana	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Thessalic	Thessaly	39.57905217840133|22.421756857721853	0	8gH9iexkXME	717	941
sidirovergino-klouvi	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Zagori	39.86483576229186|20.928467851900137	1	UaYoyQPZEuo	4056	4180
siga-tis-machairies	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	zkoqg3VRVLA	2130	2361
sigalia	Trumpet|Trombone|Percussion|Klarino|Accordion	Traditional|Macedonian	Macedonia|Kozani	40.30224449405656|21.79364300779031	1	dIqJ-N3_Tso	185	323
sik-sin-i-leilek-gosou	Zournas|Percussion	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	3246	3420
siko-kopela-mou	Voice|Percussion|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	1	pxhw04LZhiY	3122	3246
sikonomai-mia-avgitsa	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	ifRo_Z05kuQ	5444	5591
silyvrianos	Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Amorgos	36.85473066390222|25.91687794376989	1	jpktBKou-_E	1641	1732
silyvrianos-syrtos-2	Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	EoJoqvZukgw	819	1008
simera-christos-anesti	Voice|Violin|Santouri|Laouto|Klarino|Guitar	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	1	5z-ZGft2zCI	330	451
simera-vgika-na-charo	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	0	6bLFhgwoKsY	2946	3097
simeris-vgika-na-charo	Voice|Violin|Laouto	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	1	o4XzhbCL0QM	5703	5879
skaros	Violin|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	FXS9jCtkFLk	981	1181
skaros-2	Trumpet|Trombone|Percussion|Klarino|Accordion	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	0	dIqJ-N3_Tso	3802	3927
skaros-3	Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	tbbAWeVEHFQ	1467	1756
skaros-4	Violin|Tambouras|Laouto	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	vzCauXf6VhE	5636	5882
skaros-5	Violin|Laouto	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	EoJoqvZukgw	4398	4544
skertsopetachto	Voice|Violin|Guitar|Cimbalom|Bass|Accordion	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	TpK-XXFl51o	1581	1794
sklaves-tou-pasa	Voice|Guitar|Bouzouki|Accordion	Laiko	None	None	0	YEPmaDr_UMA	4516	4761
skopos-charkitikos	Voice|Violin|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kos	36.85248114414557|27.228892044478616	0	CJ7m2WduEh8	447	702
skopos-giala	Voice|Violin|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kalymnos	36.987573229226555|26.988755984703815	0	-Lae0QmE15A	1565	1750
skopos-giala-2	Voice|Violin|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kos	36.85248114414557|27.228892044478616	1	CJ7m2WduEh8	1249	1459
skopos-karalidikos	Lyra	Traditional|Nisiotiko|Euboean	Euboea	38.50843106661583|24.003613925733106	0	ozHAP8gMIY8	1307	1373
skopos-me-to-machairi-i-tzamkous	Violin|Santouri|Oud|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	1	mp1pK6b1Oho	5655	5815
skopos-tis-lyras	Voice|Violin|Percussion|Laouto|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea|Amorgos	36.85473066390222|25.91687794376989	0	V-8YVU5FnTo	4171	4407
skopos-tou-dromou	Voice	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	0	mp1pK6b1Oho	1340	1506
skopos-tourna	Voice|Violin|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kos	36.85248114414557|27.228892044478616	1	CJ7m2WduEh8	2401	2606
skopos-tzivaeri	Voice	Traditional|Nisiotiko|Aegean	Aegean-sea|Kalymnos	36.987573229226555|26.988755984703815	0	-Lae0QmE15A	485	623
skopos-viannitis	Voice|Violin|Mandolin|Guitar	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	0	e206O9UMfN0	3461	3588
skoutari	Voice|Violin|Santouri|Percussion|Oud|Guitar	Traditional|Mikrasiatiko|Politiko	Asia-minor|Poli	41.01536713612946|29.015778607989805	1	5fJXkyrSxo4	1994	2121
smyrnaiiko-minore	Voice|Violin|Guitar|Cimbalom|Bass|Accordion	Urban-folk|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	TpK-XXFl51o	1154	1429
smyrnaiiko-minore-3	Voice|Violin|Santouri|Laouto|Guitar	Rebetiko|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	0cj8BNcAhg4	2076	2299
smyrnaiikos-balos-2	Voice|Violin|Santouri|Laouto|Bass	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	1	q9e6UQh6d0c	531	795
smyrnaiikos-balos-3	Voice|Percussion|Ney|Mandolin|Guitar	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	XpfvGga-5tU	2946	3204
smyrni	Voice	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	-YUXPO1BSRw	5009	5178
smyrni-me-ta-perichora	Voice|Violin|Santouri|Percussion|Oud|Guitar	Urban-folk|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	1	5fJXkyrSxo4	3567	3770
smyrniotopoules	Percussion|Oud|Ney|Lyra|Kanonaki|Bass	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	Dd0IreIlLJE	593	853
sofka-goumenisa-kilkis	Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Macedonian	Macedonia|Kilkis	40.990660554392974|22.87570807600771	0	U6oWHEVNvfY	1108	1274
sokiani	Voice|Violin|Santouri|Laouto	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	1	CJ7m2WduEh8	4519	4701
solo-papaioannou-tsifteteli	Piano|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	zkoqg3VRVLA	4730	5026
solo-se-5-8-tsitsani	Tzouras|Tuba|Percussion|Guitar|Flute|Bassoon	Rebetiko|Arrangement	None	None	0	2_xwDiunBrs	6324	6497
soubeti	Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	0	U6oWHEVNvfY	529	638
souita-mikis-theothorakis	Percussion|Oud|Ney|Lyra|Kanonaki|Bass	Newer	None	None	0	Dd0IreIlLJE	2038	2292
soultana	Violin|Laouto	Traditional|Nisiotiko|Euboean	Euboea	38.50843106661583|24.003613925733106	0	ozHAP8gMIY8	1553	1858
soultana-paraponiara	Violin|Santouri|Guitar|Cimbalom|Bass|Accordion	Traditional|Mikrasiatiko|Politiko	Asia-minor|Poli	41.01536713612946|29.015778607989805	1	e5WVqHyTui4	6335	6460
souroupo-me-synnefia	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	zkoqg3VRVLA	3628	3807
sousta	Violin|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kalymnos	36.987573229226555|26.988755984703815	1	-Lae0QmE15A	6209	6441
sousta-2	Voice|Floghera	Traditional|Nisiotiko|Aegean	Aegean-sea|Kos	36.85248114414557|27.228892044478616	0	CJ7m2WduEh8	1692	1752
sousta-3	Violin|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kos	36.85248114414557|27.228892044478616	1	CJ7m2WduEh8	3279	3462
sousta-5	Percussion|Lyra|Laouto|Guitar|Bass	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	1	lBs4PyiRsIY	50	239
sousta-7	Violin|Santouri|Laouto|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	q9e6UQh6d0c	1882	2010
sousta-8	Tsampouna	Traditional|Nisiotiko|Aegean	Aegean-sea|Samos	37.740408557878254|26.8494581451878	1	Uijl65qxrrg	3517	3597
sousta-9	Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	0	EoJoqvZukgw	4019	4213
sousta-kefalou	Violin|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kos	36.85248114414557|27.228892044478616	1	CJ7m2WduEh8	5464	5585
sousta-lerou	Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Leros	37.14755671861759|26.843283690546272	1	CPLOoAZonTI	5036	5218
sousta-rodou	Violin|Santouri|Percussion|Laouto|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Rhodes	36.2575388880633|28.015701472634944	1	5z-ZGft2zCI	4994	5075
sousta-rodou-2	Violin|Santouri|Guitar|Cimbalom|Bass|Accordion	Traditional|Nisiotiko|Aegean	Aegean-sea|Rhodes	36.2575388880633|28.015701472634944	1	e5WVqHyTui4	624	772
sousta-tsabounisti	Tsampouna	Traditional|Nisiotiko|Aegean	Aegean-sea|Kalymnos	36.987573229226555|26.988755984703815	1	-Lae0QmE15A	5365	5453
sousta-zevgaroti	Violin|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kos	36.85248114414557|27.228892044478616	1	CJ7m2WduEh8	3896	4032
sstoura-mantili-e-ve-kraxe	Voice|Violin|Laouto	Traditional|Nisiotiko|Euboean|Arvanitic	Euboea	38.50843106661583|24.003613925733106	0	ozHAP8gMIY8	1390	1524
st-anapliou-to-palamidi	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	1	o4XzhbCL0QM	1815	2044
sta-ritsa	Voice|Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Central-Greek|Arvanitic	Central-Greece	38.87601135662379|22.319114372276747	1	GIOAt5GHt3I	5556	5647
sta-ritsa-vgainei-ena-nero	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	00SbCAkyXhQ	5861	6082
sta-trikorfa-mes-tin-korfi	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Peloponnesian	Peloponnese|Arcadia	37.521613336357674|22.372682419794433	1	o4XzhbCL0QM	4145	4410
sta-vervaina-ta-doliana	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	1	o4XzhbCL0QM	3549	3670
stavroula	Voice|Percussion	Traditional|Nisiotiko|Euboean	Euboea	38.50843106661583|24.003613925733106	1	ozHAP8gMIY8	5008	5110
stazoun-ta-keramidia-sou	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	0	8gH9iexkXME	1465	1681
steile-me-mana	Voice|Violin|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kos	36.85248114414557|27.228892044478616	1	CJ7m2WduEh8	6319	6517
steile-me-mana-sto-pigadi	Voice	Traditional|Sarakatsani	None	None	0	ozHAP8gMIY8	937	1054
step	Accordion	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	6205	6278
sti-mesi-sta-kalavryta	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Peloponnesian	Peloponnese|Kalavryta	38.02253753321499|22.117596423290088	0	o4XzhbCL0QM	2323	2552
sti-salamina	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Laiko|Melodized-poetry	None	None	0	cKXi8_5_Rd4	2389	2720
sti-saloniki-sto-tsarsi	Voice|Violin|Percussion|Oud|Laouto|Klarino	Traditional|Thracian	Thrace	40.99020017616846|26.004757197151037	1	5z-ZGft2zCI	3353	3431
sti-thalassa-xegnantepsa	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	1	o4XzhbCL0QM	3350	3498
stin-parapano-geitonia	Voice|Violin|Laouto|Floghera	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	0	6bLFhgwoKsY	4786	4914
stin-xenitia-vradiazei-pio-noris	Voice|Guitar|Bouzouki|Bass|Baglamas|Accordion	Laiko	None	None	0	ysRZQuuew_A	5038	5212
stis-dekapente-tou-magiou	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Vlachic	Epirus	39.66608483034404|20.826263473906028	1	niplI7Bv-30	2777	3000
stis-deropolis-ton-kabo	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Polyphonic	Epirus|Deropolis	39.957412525980494|20.265997047721275	0	ifRo_Z05kuQ	475	825
stis-enteka-stis-dodeka	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	1	o4XzhbCL0QM	5166	5389
stis-fabrikes-tis-germanias	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	ysRZQuuew_A	3507	3688
stis-marmarostrotes-avles	Voice	Traditional|Peloponnesian	Peloponnese|Arcadia	37.521613336357674|22.372682419794433	1	o4XzhbCL0QM	2908	3050
stis-sarakinas-to-vouno-tsamikos	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Macedonian|Vlachic	Macedonia|Kastoria	40.52369027923905|21.26043571986026	1	gMz1OBS9FlQ	3631	3739
sto-diko-sou-machala	Voice|Tambouras|Percussion|Ney|Guitar	Rebetiko	None	None	0	XpfvGga-5tU	2537	2735
